Date,Open,High,Low,Close,Volume,Adj Close
2006-01-02,14.68419,14.80089,14.61617,14.74259,62712000,9.21178
2006-01-03,14.76203,14.86902,14.6939,14.80089,114410800,9.24821
2006-01-04,14.87873,15.00516,14.82033,14.98572,154165400,9.3637
2006-01-05,14.95647,15.06346,14.9176,15.05374,124261400,9.4062
2006-01-06,15.05374,15.05374,15.05374,15.05374,0,9.4062
2006-01-09,15.06346,15.12186,15.02459,15.04403,57403800,9.40013
2006-01-10,14.93704,14.95647,14.78146,14.78146,44111200,9.29722
2006-01-11,14.8593,14.90788,14.81061,14.86902,73170200,9.35229
2006-01-12,14.86902,15.05374,14.83015,15.01487,112155000,9.44403
2006-01-13,15.01487,15.02459,14.81061,14.87873,45027300,9.3584
2006-01-16,14.83976,14.976,14.83976,14.94675,26028900,9.40118
2006-01-17,14.83976,14.88845,14.76203,14.79118,35019900,9.30333
2006-01-18,14.61617,14.65504,14.55776,14.60645,98597100,9.18714
2006-01-19,14.67447,14.84958,14.65504,14.84958,20171800,9.34006
2006-01-20,14.83976,15.02459,14.73287,14.80089,39356200,9.30944
2006-01-23,14.65504,14.73287,14.60645,14.70372,22567900,9.24832
2006-01-24,14.6939,14.79118,14.6356,14.65504,22365800,9.2177
2006-01-25,14.87873,15.12186,14.70372,15.12186,33816300,9.51132
2006-01-26,15.09271,15.55944,15.05374,15.55944,34273500,9.78655
2006-01-27,15.65671,15.84144,15.61784,15.81228,29945100,9.94558
2006-01-30,15.75388,16.01655,15.70529,15.95814,18354000,10.03732
2006-01-31,15.8803,16.20127,15.8803,16.1624,29671800,10.1658
2006-02-01,15.91927,16.3277,15.91927,16.3277,39984100,10.26976
2006-02-02,16.30826,16.39572,16.0457,16.07485,26243600,10.11073
2006-02-03,16.11372,16.17212,15.86087,15.95814,28213600,10.03732
2006-02-06,15.91927,15.94843,15.67614,15.77342,55845100,9.92113
2006-02-07,15.80257,15.81228,15.62756,15.78313,87970000,9.92725
2006-02-08,15.70529,15.96786,15.60802,15.91927,27087200,10.01288
2006-02-09,15.93871,16.26929,15.91927,16.26929,28554400,10.23303
2006-02-10,16.19156,16.3277,16.07485,16.07485,19841500,10.11073
2006-02-13,16.07485,16.20127,15.94843,16.20127,16117600,10.19025
2006-02-14,16.18184,16.26929,15.97758,16.17212,17730300,10.17191
2006-02-15,16.23042,16.24986,16.0457,16.0457,24038200,10.09239
2006-02-16,16.12344,16.19156,16.00683,16.19156,17007900,10.18414
2006-02-17,16.21099,16.27901,16.06513,16.13315,26901700,10.1474
2006-02-20,16.08457,16.12344,15.98729,16.09428,14005600,10.12295
