Fecha Hora;distancia;Valor Minimo;Valor Estimado
05141645;11.808;1181;1716
05041329;11.808;1181;1742
05121147;11.808;1181;1301
05051839;11.808;1181;1727
05131212;11.808;1181;1411
05111049;11.808;1181;1316
05151426;11.808;1181;1566
05031822;11.808;1181;1699
05051431;11.808;1181;1793
05072317;11.808;1181;1701
05110938;11.808;1181;1323
05150640;11.808;1181;1569
05051145;11.808;1181;1336
05101720;11.808;1181;1724
05072124;11.808;1181;1704
05010824;11.808;1181;1417
05121606;11.808;1181;1857
05130809;11.808;1181;1369
05082226;11.808;1181;1681
05021208;11.808;1181;1394
05131252;11.808;1181;1629
05011643;11.808;1181;1620
05131717;11.808;1181;1751
05060811;11.808;1181;1362
05062133;11.808;1181;1742
05091752;11.808;1181;1686
05091453;11.808;1181;1928
05101057;11.808;1181;1304
05060805;11.808;1181;1375
05040530;11.808;1181;1610
05131202;11.808;1181;1371
05040444;11.808;1181;1642
05100944;11.808;1181;1340
05012308;11.808;1181;1651
05081459;11.808;1181;1587
05042249;11.808;1181;1697
05140344;11.808;1181;1673
05010318;11.808;1181;1645
05070112;11.808;1181;1702
05090533;11.808;1181;1611
05061428;11.808;1181;1841
05140854;11.808;1181;1335
05052311;11.808;1181;1698
05040808;11.808;1181;1328
05050434;11.808;1181;1671
05041023;11.808;1181;1304
05022003;11.808;1181;1701
05031045;11.808;1181;1284
05012316;11.808;1181;1648
05100801;11.808;1181;1349
05032348;11.808;1181;1697
05050048;11.808;1181;1675
05091731;11.808;1181;1729
05010426;11.808;1181;1622
05042313;11.808;1181;1722
05121807;11.808;1181;1717
05091611;11.808;1181;1863
05052032;11.808;1181;1762
05131036;11.808;1181;1312
05011043;11.808;1181;1313
05110045;11.808;1181;1688
05030329;11.808;1181;1685
04301703;11.808;1181;1707
05052219;11.808;1181;1716
05100152;11.808;1181;1699
05020405;11.808;1181;1657
05010553;11.808;1181;1598
05051506;11.808;1181;1783
05061148;11.808;1181;1301
05050759;11.808;1181;1327
05020852;11.808;1181;1287
05110519;11.808;1181;1639
05070449;11.808;1181;1666
05042159;11.808;1181;1722
05060305;11.808;1181;1689
05142352;11.808;1181;1679
05102319;11.808;1181;1740
05071435;11.808;1181;1649
05082243;11.808;1181;1674
05111648;11.808;1181;1829
05131947;11.808;1181;1774
05080509;11.808;1181;1606
05091905;11.808;1181;1738
05050637;11.808;1181;1574
05031226;11.808;1181;1514
05041822;11.808;1181;1703
05040011;11.808;1181;1711
05021101;11.808;1181;1311
05030918;11.808;1181;1306
05050737;11.808;1181;1389
05030010;11.808;1181;1708
05120624;11.808;1181;1568
05081024;11.808;1181;1318
05150442;11.808;1181;1626
05110556;11.808;1181;1618
04301919;11.808;1181;1718
05140036;11.808;1181;1712
05101141;11.808;1181;1308
05070936;11.808;1181;1315
05151107;11.808;1181;1320
05031258;11.808;1181;1658
05040127;11.808;1181;1688
05140948;11.808;1181;1407
05012045;11.808;1181;1672
05022008;11.808;1181;1731
05120136;11.808;1181;1682
05121007;11.808;1181;1297
05111824;11.808;1181;1771
05031512;11.808;1181;1895
05122152;11.808;1181;1721
05070511;11.808;1181;1654
05131005;11.808;1181;1301
05111303;11.808;1181;1637
05142019;11.808;1181;1710
05011951;11.808;1181;1679
05100110;11.808;1181;1697
05020214;11.808;1181;1634
04301754;11.808;1181;1742
05092212;11.808;1181;1736
05041845;11.808;1181;1694
05150538;11.808;1181;1590
05110245;11.808;1181;1677
05010541;11.808;1181;1598
05072256;11.808;1181;1708
05041643;11.808;1181;1787
05120214;11.808;1181;1710
05041334;11.808;1181;1750
05101249;11.808;1181;1543
05141014;11.808;1181;1313
05130341;11.808;1181;1694
05111603;11.808;1181;1878
05140835;11.808;1181;1366
05120937;11.808;1181;1287
05042334;11.808;1181;1692
05061445;11.808;1181;1971
04302209;11.808;1181;1708
05040456;11.808;1181;1633
05011858;11.808;1181;1685
05140537;11.808;1181;1655
05030222;11.808;1181;1707
05031923;11.808;1181;1745
05031819;11.808;1181;1690
05150658;11.808;1181;1562
05071332;11.808;1181;1623
05060227;11.808;1181;1675
05101255;11.808;1181;1641
05060857;11.808;1181;1369
05100644;11.808;1181;1579
05141521;11.808;1181;1682
05100654;11.808;1181;1515
05052039;11.808;1181;1762
05040753;11.808;1181;1337
05062105;11.808;1181;1743
05022213;11.808;1181;1747
05050716;11.808;1181;1379
05010225;11.808;1181;1633
05150241;11.808;1181;1637
05081449;11.808;1181;1596
05100709;11.808;1181;1566
05030309;11.808;1181;1672
05090258;11.808;1181;1650
05010331;11.808;1181;1671
05041957;11.808;1181;1750
05080506;11.808;1181;1608
05021002;11.808;1181;1294
05131026;11.808;1181;1294
05121934;11.808;1181;1718
05011426;11.808;1181;1540
05041132;11.808;1181;1294
05131816;11.808;1181;1737
05070659;11.808;1181;1506
05021351;11.808;1181;1839
05142125;11.808;1181;1690
05071350;11.808;1181;1634
05101507;11.808;1181;1843
05120239;11.808;1181;1726
05092313;11.808;1181;1736
05021516;11.808;1181;1915
05142251;11.808;1181;1689
05140206;11.808;1181;1691
05092326;11.808;1181;1764
05080643;11.808;1181;1565
05031019;11.808;1181;1314
05070530;11.808;1181;1637
05132125;11.808;1181;1713
05111745;11.808;1181;1767
05090424;11.808;1181;1641
05122218;11.808;1181;1700
05071857;11.808;1181;1697
05040310;11.808;1181;1654
05090205;11.808;1181;1672
05031924;11.808;1181;1740
05050501;11.808;1181;1625
05130158;11.808;1181;1697
05110856;11.808;1181;1360
05040257;11.808;1181;1674
05030019;11.808;1181;1730
05141239;11.808;1181;1435
05012324;11.808;1181;1670
05150910;11.808;1181;1328
05071551;11.808;1181;1665
05121845;11.808;1181;1725
05101557;11.808;1181;1807
05090435;11.808;1181;1633
05051911;11.808;1181;1702
05021331;11.808;1181;1751
05080130;11.808;1181;1660
05120821;11.808;1181;1354
05060312;11.808;1181;1688
05091431;11.808;1181;1843
05022111;11.808;1181;1744
05041609;11.808;1181;1825
05130102;11.808;1181;1752
05052230;11.808;1181;1727
05140111;11.808;1181;1706
05060148;11.808;1181;1697
05021311;11.808;1181;1712
05100632;11.808;1181;1568
05120625;11.808;1181;1575
05032107;11.808;1181;1726
05090229;11.808;1181;1645
05041046;11.808;1181;1287
05131928;11.808;1181;1735
05092325;11.808;1181;1764
05050310;11.808;1181;1671
05140305;11.808;1181;1693
05050049;11.808;1181;1675
05110917;11.808;1181;1317
05141701;11.808;1181;1716
05110946;11.808;1181;1301
05102340;11.808;1181;1684
05092115;11.808;1181;1713
05021157;11.808;1181;1414
05071608;11.808;1181;1683
05151427;11.808;1181;1554
05031614;11.808;1181;1899
05051202;11.808;1181;1331
05090407;11.808;1181;1649
05091023;11.808;1181;1286
05100915;11.808;1181;1332
05031300;11.808;1181;1662
05060045;11.808;1181;1685
05081306;11.808;1181;1338
05021251;11.808;1181;1634
05041153;11.808;1181;1283
05051249;11.808;1181;1633
05010221;11.808;1181;1637
05150900;11.808;1181;1376
05012218;11.808;1181;1676
04301656;11.808;1181;1725
05151332;11.808;1181;1496
05131049;11.808;1181;1306
05030538;11.808;1181;1626
05102322;11.808;1181;1735
05052154;11.808;1181;1715
05042353;11.808;1181;1700
05031935;11.808;1181;1747
05081152;11.808;1181;1317
05030051;11.808;1181;1718
05032326;11.808;1181;1715
05060603;11.808;1181;1590
05022249;11.808;1181;1701
05082129;11.808;1181;1662
05150255;11.808;1181;1653
05131929;11.808;1181;1735
05080552;11.808;1181;1627
05120521;11.808;1181;1617
05101814;11.808;1181;1736
05011450;11.808;1181;1637
05080702;11.808;1181;1547
05140219;11.808;1181;1674
05062323;11.808;1181;1709
05150518;11.808;1181;1602
05151042;11.808;1181;1326
05131141;11.808;1181;1346
05051857;11.808;1181;1727
05130725;11.808;1181;1510
05022233;11.808;1181;1707
05081148;11.808;1181;1293
05090433;11.808;1181;1633
05080925;11.808;1181;1332
05081624;11.808;1181;1629
05120208;11.808;1181;1702
05100555;11.808;1181;1603
05011011;11.808;1181;1328
04301856;11.808;1181;1770
05010105;11.808;1181;1659
05031042;11.808;1181;1277
05020210;11.808;1181;1641
05090417;11.808;1181;1648
05131318;11.808;1181;1713
05071725;11.808;1181;1710
05011714;11.808;1181;1622
05151134;11.808;1181;1295
05141301;11.808;1181;1529
05080551;11.808;1181;1599
04302247;11.808;1181;1696
05060908;11.808;1181;1341
05110443;11.808;1181;1649
05082258;11.808;1181;1648
05130117;11.808;1181;1696
05090120;11.808;1181;1647
05062121;11.808;1181;1763
05140323;11.808;1181;1682
05140341;11.808;1181;1663
04301928;11.808;1181;1706
05080353;11.808;1181;1617
05021325;11.808;1181;1749
05100905;11.808;1181;1305
05072030;11.808;1181;1731
05020942;11.808;1181;1280
05072045;11.808;1181;1728
05012246;11.808;1181;1692
05060106;11.808;1181;1671
05050130;11.808;1181;1683
05090148;11.808;1181;1669
05142119;11.808;1181;1697
05100009;11.808;1181;1699
05031521;11.808;1181;1921
05100956;11.808;1181;1322
05010328;11.808;1181;1671
05070822;11.808;1181;1428
05032215;11.808;1181;1696
05021757;11.808;1181;1739
05101011;11.808;1181;1295
05121923;11.808;1181;1719
05021932;11.808;1181;1735
05110727;11.808;1181;1400
05022025;11.808;1181;1721
05031135;11.808;1181;1341
05141611;11.808;1181;1690
05150751;11.808;1181;1433
05120612;11.808;1181;1589
05060146;11.808;1181;1697
05091928;11.808;1181;1724
05081503;11.808;1181;1587
05031308;11.808;1181;1671
05130808;11.808;1181;1355
05021618;11.808;1181;1864
05020831;11.808;1181;1296
05082105;11.808;1181;1679
05051709;11.808;1181;1740
04301744;11.808;1181;1709
05132141;11.808;1181;1765
05021640;11.808;1181;1842
05150421;11.808;1181;1631
05011353;11.808;1181;1433
05061416;11.808;1181;1856
05140508;11.808;1181;1647
05041959;11.808;1181;1750
05111729;11.808;1181;1727
05031325;11.808;1181;1731
05031303;11.808;1181;1663
05132226;11.808;1181;1702
05031101;11.808;1181;1319
05060820;11.808;1181;1336
05131954;11.808;1181;1761
05050844;11.808;1181;1354
05101223;11.808;1181;1400
05132042;11.808;1181;1731
05030647;11.808;1181;1513
05131337;11.808;1181;1783
05080644;11.808;1181;1565
05012234;11.808;1181;1669
05150317;11.808;1181;1640
05011433;11.808;1181;1586
05101412;11.808;1181;1779
05011316;11.808;1181;1435
05112148;11.808;1181;1715
05101944;11.808;1181;1721
05121050;11.808;1181;1321
05010738;11.808;1181;1430
05052334;11.808;1181;1686
05110237;11.808;1181;1689
05070800;11.808;1181;1399
05131620;11.808;1181;1845
05050949;11.808;1181;1318
05132043;11.808;1181;1753
05051953;11.808;1181;1712
05142322;11.808;1181;1701
05052156;11.808;1181;1705
05012252;11.808;1181;1680
05111522;11.808;1181;1952
05032034;11.808;1181;1735
05122105;11.808;1181;1727
04301816;11.808;1181;1723
05041645;11.808;1181;1782
05031723;11.808;1181;1718
05120534;11.808;1181;1610
05021031;11.808;1181;1306
05030600;11.808;1181;1585
05141154;11.808;1181;1300
05040426;11.808;1181;1665
05012319;11.808;1181;1659
05141956;11.808;1181;1731
05020403;11.808;1181;1652
05092008;11.808;1181;1720
05011705;11.808;1181;1627
05091706;11.808;1181;1757
05080236;11.808;1181;1691
05130856;11.808;1181;1354
05121839;11.808;1181;1709
05110936;11.808;1181;1317
05150408;11.808;1181;1643
05010745;11.808;1181;1458
05131509;11.808;1181;1886
05140129;11.808;1181;1676
05102125;11.808;1181;1717
05040017;11.808;1181;1700
05020924;11.808;1181;1289
05081753;11.808;1181;1671
05131531;11.808;1181;2004
05081827;11.808;1181;1658
05110030;11.808;1181;1693
05071351;11.808;1181;1628
05090625;11.808;1181;1575
05080729;11.808;1181;1391
05021007;11.808;1181;1294
05080009;11.808;1181;1687
05051221;11.808;1181;1549
05102104;11.808;1181;1735
05150828;11.808;1181;1424
05021751;11.808;1181;1745
05140704;11.808;1181;1564
05071735;11.808;1181;1734
05101915;11.808;1181;1727
05041404;11.808;1181;1810
05041527;11.808;1181;1865
05042023;11.808;1181;1748
05101823;11.808;1181;1751
05011909;11.808;1181;1693
05070957;11.808;1181;1393
05032217;11.808;1181;1717
05150323;11.808;1181;1641
05081250;11.808;1181;1337
05030134;11.808;1181;1710
05150803;11.808;1181;1376
05100224;11.808;1181;1684
05141901;11.808;1181;1717
05012158;11.808;1181;1728
05121554;11.808;1181;1891
05131546;11.808;1181;1947
05142018;11.808;1181;1706
05072129;11.808;1181;1707
05140302;11.808;1181;1676
05130831;11.808;1181;1323
05070035;11.808;1181;1717
05032154;11.808;1181;1722
05080512;11.808;1181;1603
05081700;11.808;1181;1624
05042104;11.808;1181;1737
05060659;11.808;1181;1499
05080539;11.808;1181;1592
05110214;11.808;1181;1684
05080553;11.808;1181;1626
05041148;11.808;1181;1296
04301748;11.808;1181;1707
05122348;11.808;1181;1676
05071846;11.808;1181;1715
05021908;11.808;1181;1719
05141454;11.808;1181;1631
05010058;11.808;1181;1666
05091357;11.808;1181;1823
05021219;11.808;1181;1450
05061202;11.808;1181;1316
05141641;11.808;1181;1739
05080948;11.808;1181;1321
05131829;11.808;1181;1711
05151318;11.808;1181;1445
05070006;11.808;1181;1709
05142027;11.808;1181;1706
04302338;11.808;1181;1691
05090603;11.808;1181;1606
05080109;11.808;1181;1642
05141748;11.808;1181;1677
05042148;11.808;1181;1691
05042206;11.808;1181;1701
05102142;11.808;1181;1703
05130554;11.808;1181;1607
05031702;11.808;1181;1719
05082245;11.808;1181;1662
05110036;11.808;1181;1693
05081341;11.808;1181;1471
04302029;11.808;1181;1699
05031435;11.808;1181;1882
05040407;11.808;1181;1706
05100424;11.808;1181;1671
05070731;11.808;1181;1471
05010810;11.808;1181;1474
05120639;11.808;1181;1518
05130804;11.808;1181;1354
05032123;11.808;1181;1728
05141635;11.808;1181;1703
05011345;11.808;1181;1391
05021551;11.808;1181;1928
05041632;11.808;1181;1776
05041136;11.808;1181;1293
05091346;11.808;1181;1798
05111546;11.808;1181;1915
05021008;11.808;1181;1289
05090521;11.808;1181;1606
05020153;11.808;1181;1643
05011545;11.808;1181;1629
05020725;11.808;1181;1387
05091410;11.808;1181;1860
05112152;11.808;1181;1716
05060126;11.808;1181;1710
05062128;11.808;1181;1738
05050623;11.808;1181;1567
05141931;11.808;1181;1698
05020051;11.808;1181;1641
05120558;11.808;1181;1590
05061919;11.808;1181;1780
05142157;11.808;1181;1699
05021057;11.808;1181;1319
05092346;11.808;1181;1700
05080608;11.808;1181;1595
05120336;11.808;1181;1683
05141839;11.808;1181;1691
05141019;11.808;1181;1322
05061731;11.808;1181;1727
05020003;11.808;1181;1639
05041139;11.808;1181;1326
04301728;11.808;1181;1725
05011240;11.808;1181;1362
05090847;11.808;1181;1305
05151452;11.808;1181;1598
05050607;11.808;1181;1581
05140900;11.808;1181;1337
05141417;11.808;1181;1657
05081245;11.808;1181;1337
05011256;11.808;1181;1364
05032019;11.808;1181;1723
05102235;11.808;1181;1701
05060556;11.808;1181;1598
05021128;11.808;1181;1311
04302032;11.808;1181;1687
05060319;11.808;1181;1679
05010120;11.808;1181;1666
05120617;11.808;1181;1581
05041649;11.808;1181;1787
05081841;11.808;1181;1678
05090042;11.808;1181;1673
05010533;11.808;1181;1602
05150038;11.808;1181;1676
05061533;11.808;1181;1923
05150211;11.808;1181;1666
05121503;11.808;1181;1880
05120434;11.808;1181;1686
05020532;11.808;1181;1602
05101017;11.808;1181;1301
05020503;11.808;1181;1636
05051636;11.808;1181;1779
05011715;11.808;1181;1622
05131123;11.808;1181;1333
05151008;11.808;1181;1384
05041236;11.808;1181;1532
05060429;11.808;1181;1654
05021847;11.808;1181;1715
05021221;11.808;1181;1449
05021931;11.808;1181;1734
05052329;11.808;1181;1690
05060955;11.808;1181;1306
05050330;11.808;1181;1674
05121647;11.808;1181;1768
05061351;11.808;1181;1803
05052013;11.808;1181;1721
05030121;11.808;1181;1679
05090755;11.808;1181;1369
05111857;11.808;1181;1736
05151303;11.808;1181;1395
05021006;11.808;1181;1289
05130400;11.808;1181;1681
05021146;11.808;1181;1340
05091516;11.808;1181;1922
05092246;11.808;1181;1718
05011717;11.808;1181;1622
05150311;11.808;1181;1643
05041811;11.808;1181;1718
05081404;11.808;1181;1459
05151436;11.808;1181;1581
05010819;11.808;1181;1466
05022105;11.808;1181;1740
05100722;11.808;1181;1453
04301921;11.808;1181;1717
05102102;11.808;1181;1735
05041647;11.808;1181;1782
05050405;11.808;1181;1656
05022151;11.808;1181;1718
05012348;11.808;1181;1648
05092146;11.808;1181;1733
05080723;11.808;1181;1417
05121427;11.808;1181;1865
05071941;11.808;1181;1702
04302012;11.808;1181;1712
05110731;11.808;1181;1399
05121512;11.808;1181;1887
05120447;11.808;1181;1675
05091109;11.808;1181;1295
05142003;11.808;1181;1701
05120831;11.808;1181;1360
05072040;11.808;1181;1727
05120411;11.808;1181;1681
05040846;11.808;1181;1319
05010407;11.808;1181;1627
05041014;11.808;1181;1292
05140651;11.808;1181;1572
05011912;11.808;1181;1692
04301654;11.808;1181;1725
05141338;11.808;1181;1598
05062206;11.808;1181;1744
05030244;11.808;1181;1669
05090837;11.808;1181;1306
05082347;11.808;1181;1670
05120531;11.808;1181;1615
05120247;11.808;1181;1688
05112225;11.808;1181;1700
05120956;11.808;1181;1297
05150602;11.808;1181;1586
05151032;11.808;1181;1322
05041842;11.808;1181;1707
05050515;11.808;1181;1626
05021321;11.808;1181;1743
05111433;11.808;1181;1886
05120452;11.808;1181;1674
05070831;11.808;1181;1394
05091155;11.808;1181;1435
05150939;11.808;1181;1321
05141530;11.808;1181;1673
05020927;11.808;1181;1287
05020026;11.808;1181;1648
05091139;11.808;1181;1305
05020721;11.808;1181;1422
05071625;11.808;1181;1708
05150543;11.808;1181;1592
05141255;11.808;1181;1537
05041101;11.808;1181;1296
05050406;11.808;1181;1656
05122133;11.808;1181;1738
05060740;11.808;1181;1381
05021043;11.808;1181;1297
05142113;11.808;1181;1700
05150247;11.808;1181;1640
05070458;11.808;1181;1657
05131548;11.808;1181;1919
04301937;11.808;1181;1706
05030029;11.808;1181;1726
05140941;11.808;1181;1393
05110121;11.808;1181;1691
05040154;11.808;1181;1690
05071841;11.808;1181;1722
05021425;11.808;1181;1851
05101655;11.808;1181;1760
05061436;11.808;1181;1864
05062109;11.808;1181;1742
05061523;11.808;1181;1951
05111357;11.808;1181;1847
05120952;11.808;1181;1283
05092355;11.808;1181;1698
05031459;11.808;1181;1886
05071635;11.808;1181;1722
05151333;11.808;1181;1485
05072201;11.808;1181;1721
05131208;11.808;1181;1418
05011619;11.808;1181;1623
05111944;11.808;1181;1764
05020341;11.808;1181;1647
05070410;11.808;1181;1661
05010800;11.808;1181;1473
