2015-01-01,8.07
2015-01-02,8.219
2015-01-05,8.009
2015-01-06,7.87
2015-01-07,7.778
2015-01-08,7.948
2015-01-09,7.86
2015-01-12,7.603
2015-01-13,7.859
2015-01-14,7.609
2015-01-15,7.785
2015-01-16,7.793
2015-01-19,7.969
2015-01-20,7.968
2015-01-21,8.019
2015-01-22,8.249
2015-01-23,7.814
2015-01-26,7.845
2015-01-27,7.736
2015-01-28,7.638
2015-01-29,9.101
2015-01-30,9.063
2015-02-02,9.03
2015-02-03,9.158
2015-02-04,9.062
2015-02-05,9.38
2015-02-06,9.198
2015-02-09,9.144
2015-02-10,9.092
2015-02-11,8.81
2015-02-12,8.878
2015-02-13,9.127
2015-02-16,9.142
2015-02-17,8.963
2015-02-18,9.128
2015-02-19,9.265
2015-02-20,9.272
2015-02-23,9.257
2015-02-24,9.162
2015-02-25,9.21
2015-02-26,9.168
2015-02-27,9.52
2015-03-02,8.932
2015-03-03,8.817
2015-03-04,9.03
2015-03-05,10.02
2015-03-06,10.19
2015-03-09,10.02
2015-03-10,9.725
2015-03-11,9.726
2015-03-12,9.78
2015-03-13,10.12
2015-03-16,10.105
2015-03-17,10.005
2015-03-18,10.085
2015-03-19,10.095
2015-03-20,10.33
2015-03-23,10.745
2015-03-24,10.7
2015-03-25,10.54
2015-03-26,10.405
2015-03-27,10.95
2015-03-30,11.02
2015-03-31,10.93
2015-04-01,10.92
2015-04-02,11.01
2015-04-03,11.01
2015-04-06,11.01
2015-04-07,10.915
2015-04-08,10.9
2015-04-09,11.18
2015-04-10,11.24
2015-04-13,11.22
2015-04-14,11.19
2015-04-15,11.295
2015-04-16,11.225
2015-04-17,11.11
2015-04-20,11.165
2015-04-21,11.01
2015-04-22,11.04
2015-04-23,11.095
2015-04-24,11.025
2015-04-27,11.515
2015-04-28,11.31
2015-04-29,10.82
2015-04-30,10.56
2015-05-01,10.56
2015-05-04,10.71
2015-05-05,10.335
2015-05-06,10.39
2015-05-07,10.295
2015-05-08,10.45
2015-05-11,10.45
2015-05-12,9.7
2015-05-13,9.238
2015-05-14,9.476
2015-05-15,9.352
2015-05-18,9.347
2015-05-19,9.296
2015-05-20,9.331
2015-05-21,9.247
2015-05-22,9.11
2015-05-25,8.952
2015-05-26,9.088
2015-05-27,9.228
2015-05-28,9.023
2015-05-29,8.82
2015-06-01,8.881
2015-06-02,8.84
2015-06-03,8.929
2015-06-04,8.907
2015-06-05,8.81
2015-06-08,8.78
2015-06-09,8.833
2015-06-10,9.054
2015-06-11,9.128
2015-06-12,8.94
2015-06-15,8.82
2015-06-16,9.18
2015-06-17,9.229
2015-06-18,9.409
2015-06-19,9.546
2015-06-22,9.887
2015-06-23,9.726
2015-06-24,9.55
2015-06-25,9.505
2015-06-26,9.617
2015-06-29,9.261
2015-06-30,9.224
2015-07-01,9.268
2015-07-02,9.04
2015-07-03,9.014
2015-07-06,9.145
2015-07-07,9.156
2015-07-08,10.335
2015-07-09,10.845
2015-07-10,10.695
2015-07-13,10.805
2015-07-14,10.74
2015-07-15,11.03
2015-07-16,10.995
2015-07-17,10.92
2015-07-20,11.06
2015-07-21,11.07
2015-07-22,11.085
2015-07-23,11.4
2015-07-24,11.19
2015-07-27,10.76
2015-07-28,10.805
2015-07-29,10.79
2015-07-30,10.74
2015-07-31,10.225
2015-08-03,10.08
2015-08-04,9.812
2015-08-05,10.675
2015-08-06,10.925
2015-08-07,10.705
2015-08-10,10.67
2015-08-11,10.275
2015-08-12,10.025
2015-08-13,10.13
2015-08-14,10.15
2015-08-17,10.255
2015-08-18,10.245
2015-08-19,10.13
2015-08-20,10.145
2015-08-21,9.926
2015-08-24,9.412
2015-08-25,9.686
2015-08-26,9.551
2015-08-27,10.41
2015-08-28,10.46
2015-08-31,10.58
2015-09-01,10.27
2015-09-02,9.99
2015-09-03,10.05
2015-09-04,9.787
2015-09-07,9.582
2015-09-08,9.856
2015-09-09,9.93
2015-09-10,9.669
2015-09-11,9.598
2015-09-14,9.636
2015-09-15,9.721
2015-09-16,9.955
2015-09-17,9.948
2015-09-18,9.8
2015-09-21,9.804
2015-09-22,9.38
2015-09-23,9.319
2015-09-24,9.405
2015-09-25,9.263
2015-09-28,9.033
2015-09-29,8.989
2015-09-30,9.272
2015-10-01,9.321
2015-10-02,9.432
2015-10-05,9.732
2015-10-06,9.834
2015-10-07,10.015
2015-10-08,10.015
2015-10-09,10.1
2015-10-12,9.92
2015-10-13,9.647
2015-10-14,9.43
2015-10-15,9.539
2015-10-16,9.529
2015-10-19,9.6
2015-10-20,9.354
2015-10-21,9.409
2015-10-22,9.539
2015-10-23,9.725
2015-10-26,10.12
2015-10-27,9.797
2015-10-28,9.885
2015-10-29,9.755
2015-10-30,9.759
2015-11-02,9.906
2015-11-03,10.045
2015-11-04,10.405
2015-11-05,10.49
2015-11-06,10.41
2015-11-09,10.055
2015-11-10,9.992
2015-11-11,9.94
2015-11-12,9.736
2015-11-13,9.886
2015-11-16,9.8
2015-11-17,10.07
2015-11-18,10.23
2015-11-19,9.949
2015-11-20,9.591
2015-11-23,9.458
2015-11-24,9.573
2015-11-25,9.637
2015-11-26,9.621
2015-11-27,9.66
2015-11-30,9.726
2015-12-01,9.526
2015-12-02,9.633
2015-12-03,9.556
2015-12-04,9.617
2015-12-07,9.398
2015-12-08,9.265
2015-12-09,9.252
2015-12-10,9.242
2015-12-11,9.22
2015-12-14,9.24
2015-12-15,9.695
2015-12-16,9.388
2015-12-17,9.386
2015-12-18,9.199
2015-12-21,8.867
2015-12-22,8.652
2015-12-23,8.893
2015-12-24,8.782
2015-12-25,8.782
2015-12-28,8.745
2015-12-29,8.868
2015-12-30,8.796
2015-12-31,8.669
2016-01-01,8.669
2016-01-04,8.85
2016-01-05,8.711
2016-01-06,8.322
2016-01-07,8.238
2016-01-08,8.175
2016-01-11,8.181
2016-01-12,8.602
2016-01-13,8.76
2016-01-14,9.091
2016-01-15,8.811
2016-01-18,8.648
2016-01-19,8.37
2016-01-20,8.263
2016-01-21,8.341
2016-01-22,8.557
2016-01-25,8.377
2016-01-26,8.646
2016-01-27,8.959
2016-01-28,8.936
2016-01-29,9.047
2016-02-01,8.995
2016-02-02,8.65
2016-02-03,8.404
2016-02-04,8.52
2016-02-05,8.4
2016-02-08,8.107
2016-02-09,8.021
2016-02-10,7.946
2016-02-11,7.676
2016-02-12,7.852
2016-02-15,8.058
2016-02-16,8.199
2016-02-17,8.115
2016-02-18,8.384
2016-02-19,8.465
2016-02-22,8.489
2016-02-23,8.257
2016-02-24,7.888
2016-02-25,8.191
2016-02-26,8.3
2016-02-29,8.443
2016-03-01,9.764
2016-03-02,10.05
2016-03-03,9.773
2016-03-04,10.075
2016-03-07,9.628
2016-03-08,9.524
2016-03-09,9.657
2016-03-10,9.482
2016-03-11,9.969
2016-03-14,9.837
2016-03-15,9.905
2016-03-16,10.045
2016-03-17,9.966
2016-03-18,10.375
2016-03-21,10.205
2016-03-22,10.51
2016-03-23,10.395
2016-03-24,10.38
2016-03-25,10.38
2016-03-28,10.38
2016-03-29,10.315
2016-03-30,10.4
2016-03-31,10.225
2016-04-01,10.12
2016-04-04,9.986
2016-04-05,9.923
2016-04-06,9.991
2016-04-07,9.771
2016-04-08,10.08
2016-04-11,10.065
2016-04-12,10.095
2016-04-13,10.505
2016-04-14,10.47
2016-04-15,10.225
2016-04-18,10.695
2016-04-19,10.705
2016-04-20,10.545
2016-04-21,10.695
2016-04-22,10.59
2016-04-25,10.505
2016-04-26,10.5
2016-04-27,10.52
2016-04-28,10.5
2016-04-29,10.23
2016-05-02,10.305
2016-05-03,10.0
2016-05-04,9.989
2016-05-05,10.055
2016-05-06,10.2
2016-05-09,10.3
2016-05-10,10.18
2016-05-11,9.967
2016-05-12,9.857
2016-05-13,9.913
2016-05-16,9.744
2016-05-17,9.738
2016-05-18,9.905
2016-05-19,9.827
2016-05-20,9.789
2016-05-23,10.005
2016-05-24,10.175
2016-05-25,10.18
2016-05-26,10.2
2016-05-27,10.235
2016-05-30,10.2
2016-05-31,10.25
2016-06-01,10.07
2016-06-02,10.21
2016-06-03,9.88
2016-06-06,9.815
2016-06-07,10.04
2016-06-08,9.985
2016-06-09,9.735
2016-06-10,9.761
2016-06-13,9.485
2016-06-14,9.21
2016-06-15,9.328
2016-06-16,9.12
2016-06-17,9.272
2016-06-20,9.773
2016-06-21,9.781
2016-06-22,9.783
2016-06-23,9.841
2016-06-24,8.965
2016-06-27,8.653
2016-06-28,9.041
2016-06-29,9.143
2016-06-30,9.494
2016-07-01,9.637
2016-07-04,9.574
2016-07-05,9.272
2016-07-06,8.996
2016-07-07,9.202
2016-07-08,9.448
2016-07-11,9.638
2016-07-12,9.68
2016-07-13,9.637
2016-07-14,9.736
2016-07-15,9.778
2016-07-18,9.838
2016-07-19,10.3
2016-07-20,10.435
2016-07-21,10.33
2016-07-22,10.33
2016-07-25,10.59
2016-07-26,10.665
2016-07-27,10.68
2016-07-28,10.55
2016-07-29,10.845
2016-08-01,10.97
2016-08-02,11.0
2016-08-04,11.17
2016-08-05,11.265
2016-08-08,11.385
