Fecha Hora;distancia;Valor Minimo;Valor Estimado
05181606;3.01;95;97
05170421;3.01;95;99
05190703;3.01;95;95
05160250;3.01;95;95
05211640;3.01;95;95
05181329;3.01;95;112
05201855;3.01;95;98
05161206;3.01;95;95
05180644;3.01;95;99
05210751;3.01;95;95
05201053;3.01;95;99
05171049;3.01;95;98
05211847;3.01;95;99
05200120;3.01;95;96
05172341;3.01;95;95
05202118;3.01;95;100
05170318;3.01;95;98
05191141;3.01;95;99
05160425;3.01;95;99
05160518;3.01;95;95
05180546;3.01;95;97
05200815;3.01;95;103
05190521;3.01;95;95
05180539;3.01;95;98
05190704;3.01;95;95
05161714;3.01;95;100
05161640;3.01;95;99
05170138;3.01;95;95
05181108;3.01;95;95
05170253;3.01;95;109
05171345;3.01;95;95
05152154;3.01;95;100
05171533;3.01;95;98
05201423;3.01;95;98
05210742;3.01;95;95
05161538;3.01;95;97
05201456;3.01;95;95
05202034;3.01;95;95
05161703;3.01;95;98
05161010;3.01;95;98
05180846;3.01;95;95
05161331;3.01;95;95
05170753;3.01;95;100
05191907;3.01;95;103
05181700;3.01;95;102
05202236;3.01;95;95
05190746;3.01;95;103
05180713;3.01;95;95
05161300;3.01;95;96
05170848;3.01;95;97
05160238;3.01;95;95
05201539;3.01;95;98
05160330;3.01;95;100
05182341;3.01;95;99
05161307;3.01;95;95
05190517;3.01;95;95
05210715;3.01;95;100
05190938;3.01;95;95
05210843;3.01;95;95
05170453;3.01;95;95
05210839;3.01;95;95
05160445;3.01;95;101
05210946;3.01;95;99
05161410;3.01;95;98
05160318;3.01;95;95
05160354;3.01;95;104
05180449;3.01;95;95
05201439;3.01;95;98
05201621;3.01;95;101
05191836;3.01;95;102
05192011;3.01;95;95
05170208;3.01;95;95
05192058;3.01;95;100
05190628;3.01;95;95
05211335;3.01;95;95
05171440;3.01;95;101
05160349;3.01;95;95
05152054;3.01;95;100
05190838;3.01;95;97
05170330;3.01;95;104
05202014;3.01;95;101
05181207;3.01;95;96
05191205;3.01;95;100
05151718;3.01;95;97
05201942;3.01;95;99
05160857;3.01;95;101
05170212;3.01;95;95
05202008;3.01;95;95
05200052;3.01;95;95
05172211;3.01;95;95
05180826;3.01;95;96
05162345;3.01;95;98
05171212;3.01;95;102
05172300;3.01;95;103
05211004;3.01;95;98
05160636;3.01;95;99
05181813;3.01;95;106
05170340;3.01;95;97
05160201;3.01;95;98
05211730;3.01;95;95
05200948;3.01;95;95
05170953;3.01;95;96
05200732;3.01;95;95
05202055;3.01;95;95
05212204;3.01;95;98
05191305;3.01;95;101
05210911;3.01;95;95
05201001;3.01;95;97
05211521;3.01;95;95
05211637;3.01;95;95
05162329;3.01;95;95
05201809;3.01;95;95
05170012;3.01;95;101
05191148;3.01;95;105
05170737;3.01;95;97
05190702;3.01;95;95
05192238;3.01;95;101
05190725;3.01;95;98
05161918;3.01;95;98
05201120;3.01;95;99
05181238;3.01;95;95
05160728;3.01;95;95
05210652;3.01;95;110
05210041;3.01;95;97
05170853;3.01;95;95
05200016;3.01;95;95
05170055;3.01;95;98
05171354;3.01;95;96
05161005;3.01;95;100
05202158;3.01;95;98
05160644;3.01;95;95
05160859;3.01;95;103
05152142;3.01;95;95
05181317;3.01;95;95
05210057;3.01;95;95
05180503;3.01;95;96
05200109;3.01;95;95
05211053;3.01;95;95
05161737;3.01;95;97
05201329;3.01;95;97
05191125;3.01;95;98
05172152;3.01;95;95
05211738;3.01;95;95
05202251;3.01;95;95
05201703;3.01;95;98
05190304;3.01;95;101
05201715;3.01;95;99
05171248;3.01;95;102
05162330;3.01;95;95
05161047;3.01;95;96
05182352;3.01;95;97
05210935;3.01;95;95
05192302;3.01;95;99
05180837;3.01;95;95
05200617;3.01;95;99
05200446;3.01;95;95
05211112;3.01;95;101
05171501;3.01;95;95
05190056;3.01;95;99
05151633;3.01;95;95
05172302;3.01;95;103
05210643;3.01;95;97
05171016;3.01;95;95
05190910;3.01;95;102
05170938;3.01;95;97
05162004;3.01;95;100
05190538;3.01;95;95
05200414;3.01;95;95
05182312;3.01;95;97
05180834;3.01;95;95
05162036;3.01;95;97
05190925;3.01;95;100
05171333;3.01;95;100
05180307;3.01;95;97
05172041;3.01;95;95
05160138;3.01;95;97
05200009;3.01;95;95
05191216;3.01;95;100
05170124;3.01;95;95
05210237;3.01;95;95
05191623;3.01;95;95
05192251;3.01;95;103
05201005;3.01;95;95
05190445;3.01;95;95
05210323;3.01;95;101
05210336;3.01;95;109
05192030;3.01;95;96
05172248;3.01;95;95
05192213;3.01;95;98
05161218;3.01;95;97
05182300;3.01;95;95
05171649;3.01;95;101
05181229;3.01;95;95
05160457;3.01;95;96
05181644;3.01;95;106
05210530;3.01;95;97
05211623;3.01;95;95
05171133;3.01;95;98
05190230;3.01;95;99
05181314;3.01;95;95
05160751;3.01;95;100
05211131;3.01;95;97
05192128;3.01;95;107
05161246;3.01;95;95
05171512;3.01;95;97
05181638;3.01;95;103
05192053;3.01;95;95
05160122;3.01;95;95
05180550;3.01;95;97
05160326;3.01;95;100
05181804;3.01;95;100
05171708;3.01;95;105
05161308;3.01;95;95
05170024;3.01;95;95
05211704;3.01;95;95
05171338;3.01;95;100
05181702;3.01;95;102
05171835;3.01;95;95
05171123;3.01;95;95
05192129;3.01;95;99
05191438;3.01;95;95
05152021;3.01;95;95
05180603;3.01;95;95
05200002;3.01;95;103
05170221;3.01;95;97
05190548;3.01;95;97
05172010;3.01;95;95
05201254;3.01;95;95
05202107;3.01;95;95
05171711;3.01;95;98
05152336;3.01;95;102
05171456;3.01;95;95
05180839;3.01;95;96
05171932;3.01;95;95
05210933;3.01;95;95
05201438;3.01;95;98
05212056;3.01;95;95
05181857;3.01;95;95
05171413;3.01;95;97
05171155;3.01;95;95
05211551;3.01;95;95
05171130;3.01;95;96
05180247;3.01;95;96
05181556;3.01;95;98
05200401;3.01;95;104
05210352;3.01;95;95
05191933;3.01;95;101
05161543;3.01;95;98
05181112;3.01;95;101
05201607;3.01;95;99
05160203;3.01;95;98
05152056;3.01;95;97
05211416;3.01;95;95
05171139;3.01;95;99
05190345;3.01;95;106
05161624;3.01;95;95
05201740;3.01;95;95
05181041;3.01;95;95
05161017;3.01;95;96
05200442;3.01;95;95
05210607;3.01;95;96
05161208;3.01;95;97
05151927;3.01;95;95
05202201;3.01;95;99
05190359;3.01;95;100
05180628;3.01;95;95
05170743;3.01;95;101
05171157;3.01;95;95
05191019;3.01;95;97
05170941;3.01;95;95
05170300;3.01;95;95
05172337;3.01;95;98
05211135;3.01;95;98
05210637;3.01;95;97
05210622;3.01;95;105
05190227;3.01;95;99
05201728;3.01;95;99
05200735;3.01;95;95
05160334;3.01;95;96
05161028;3.01;95;108
05170717;3.01;95;100
05170613;3.01;95;98
05200456;3.01;95;95
05192051;3.01;95;95
05160551;3.01;95;95
05171609;3.01;95;102
05170203;3.01;95;100
05200500;3.01;95;96
05172106;3.01;95;95
05201044;3.01;95;97
05170604;3.01;95;103
05190134;3.01;95;95
05181935;3.01;95;95
05201731;3.01;95;98
05201413;3.01;95;98
05151647;3.01;95;95
05211643;3.01;95;95
05191251;3.01;95;97
05161450;3.01;95;98
05160428;3.01;95;100
05211716;3.01;95;95
05211406;3.01;95;95
05200031;3.01;95;95
05191503;3.01;95;95
05210427;3.01;95;95
05212105;3.01;95;95
05170503;3.01;95;95
05201318;3.01;95;95
05170638;3.01;95;95
05182058;3.01;95;100
05162318;3.01;95;100
05160542;3.01;95;98
05192304;3.01;95;99
05211437;3.01;95;95
05161234;3.01;95;95
05152059;3.01;95;95
05200901;3.01;95;95
05180055;3.01;95;95
05190145;3.01;95;95
05191143;3.01;95;105
05172058;3.01;95;96
05212250;3.01;95;96
05161935;3.01;95;95
05191340;3.01;95;100
05210520;3.01;95;106
05162252;3.01;95;95
05202327;3.01;95;95
05210015;3.01;95;96
05160726;3.01;95;95
05161138;3.01;95;95
05211700;3.01;95;100
05160936;3.01;95;96
05191709;3.01;95;102
05192245;3.01;95;95
05151945;3.01;95;95
05211001;3.01;95;98
05201516;3.01;95;104
05172057;3.01;95;96
